,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,reported_date_fixed
23273,Black,38,Male,Indianapolis,IN,39.81995643,-86.15919623,Open/No arrest,2007-10-03
23274,White,44,Male,Indianapolis,IN,39.75239218,-86.13474628,Open/No arrest,2007-10-04
23275,White,56,Male,Indianapolis,IN,39.75414809,-86.13798503,Closed by arrest,2007-10-04
23276,Black,40,Female,Indianapolis,IN,39.76975715,-86.09140026,Open/No arrest,2007-10-06
23277,Black,24,Male,Indianapolis,IN,39.82478514,-86.1577247,Closed by arrest,2007-10-08
23278,Black,34,Male,Indianapolis,IN,39.80618546,-86.14331099,Open/No arrest,2007-10-08
23279,Black,46,Male,Indianapolis,IN,39.81148408,-86.18051042,Closed by arrest,2007-10-14
23280,Black,21,Male,Indianapolis,IN,39.81075738,-86.10851294,Open/No arrest,2007-10-19
23281,Black,18,Male,Indianapolis,IN,39.82843036,-86.08447412,Open/No arrest,2007-10-26
23282,White,44,Female,Indianapolis,IN,39.87253274,-86.14523647,Closed by arrest,2007-10-30
23283,Black,31,Male,Indianapolis,IN,39.80545753,-86.1447835,Open/No arrest,2007-11-05
23284,Black,41,Female,Indianapolis,IN,39.76717469,-86.13527377,Closed by arrest,2007-11-07
23285,Black,31,Male,Indianapolis,IN,39.78052758,-86.2140232,Open/No arrest,2007-11-16
23286,Black,30,Male,Indianapolis,IN,39.82842805,-86.08471957,Closed by arrest,2007-11-17
23287,White,53,Male,Indianapolis,IN,39.81100373,-86.06220693,Closed by arrest,2007-11-26
23288,Black,3,Female,Indianapolis,IN,39.83183306,-86.11028401,Closed by arrest,2007-11-27
23289,White,49,Female,Indianapolis,IN,39.90271157,-85.95719395,Closed without arrest,2007-12-01
23290,Black,46,Male,Indianapolis,IN,39.81516635,-86.18890093,Open/No arrest,2007-12-05
23291,White,48,Male,Indianapolis,IN,39.9163498,-86.14509541,Closed by arrest,2007-12-05
23292,White,18,Female,Indianapolis,IN,39.73650954,-86.1099412,Closed without arrest,2007-12-08
23293,White,85,Female,Indianapolis,IN,39.76049936,-86.24413494,Closed by arrest,2008-02-13
23294,Hispanic,0,Male,Indianapolis,IN,39.8148497,-86.25487385,Open/No arrest,2007-12-15
23295,White,18,Male,Indianapolis,IN,39.72053421,-86.24481705,Open/No arrest,2007-12-16
23296,White,47,Male,Indianapolis,IN,39.72053421,-86.24481705,Closed by arrest,2007-12-16
23297,Black,31,Male,Indianapolis,IN,39.79537231,-86.20851439,Closed by arrest,2007-12-16
23298,White,65,Female,Indianapolis,IN,39.92150971,-86.1956541,Closed by arrest,2007-12-18
23299,Black,58,Female,Indianapolis,IN,39.80605076,-86.10569622,Open/No arrest,2007-12-18
23300,Black,25,Male,Indianapolis,IN,39.81263012,-86.16024802,Closed without arrest,2007-12-21
23301,Hispanic,28,Male,Indianapolis,IN,39.81837375,-86.27032404,Closed by arrest,2007-12-22
23302,Black,41,Male,Indianapolis,IN,39.8365343,-86.14113602,Closed without arrest,2007-12-23
23303,White,48,Female,Indianapolis,IN,39.78199354,-86.14945241,Closed by arrest,2007-12-31
23304,Black,42,Male,Indianapolis,IN,39.83097682,-86.00213511,Closed by arrest,2007-12-28
23305,Black,25,Male,Indianapolis,IN,39.78541915,-85.99033793,Closed by arrest,2007-12-31
23306,Black,36,Male,Indianapolis,IN,39.84228162,-86.06677606,Closed by arrest,2007-05-08
23307,Black,30,Male,Indianapolis,IN,39.80870639,-86.02684656,Closed by arrest,2008-01-02
23308,Black,39,Male,Indianapolis,IN,39.84352678,-86.06710732,Open/No arrest,2008-01-03
23309,Black,30,Male,Indianapolis,IN,39.80825258,-86.1743873,Closed by arrest,2008-01-07
23310,Black,22,Male,Indianapolis,IN,39.83027695,-86.00889134,Closed by arrest,2008-01-08
23311,Black,26,Male,Indianapolis,IN,39.82966845,-86.04092687,Closed by arrest,2008-01-12
23312,Black,1,Male,Indianapolis,IN,39.81551268,-86.13257691,Closed by arrest,2008-01-15
23313,Black,24,Female,Indianapolis,IN,39.81551268,-86.13257691,Closed by arrest,2008-01-15
23314,Black,24,Female,Indianapolis,IN,39.81551268,-86.13257691,Closed by arrest,2008-01-15
23315,Black,0,Female,Indianapolis,IN,39.81551268,-86.13257691,Closed by arrest,2008-01-15
23316,Hispanic,19,Male,Indianapolis,IN,39.72244798,-86.15611493,Open/No arrest,2008-01-18
23317,White,8,Female,Indianapolis,IN,39.75825366,-86.0993268,Closed without arrest,2008-01-31
23318,White,18,Male,Indianapolis,IN,39.7025046,-86.10370178,Closed by arrest,2008-02-02
23319,Black,17,Male,Indianapolis,IN,39.79631517,-85.98789422,Closed by arrest,2008-02-02
23320,Black,8,Female,Indianapolis,IN,39.79959549,-86.18395584,Closed by arrest,2008-02-09
23321,Black,44,Male,Indianapolis,IN,39.84072323,-86.12652681,Closed by arrest,2008-02-13
23322,Hispanic,29,Male,Indianapolis,IN,39.76444261,-86.20652192,Open/No arrest,2008-03-02
23323,Black,29,Female,Indianapolis,IN,39.83345409,-86.04599434,Open/No arrest,2008-03-16
23324,White,27,Male,Indianapolis,IN,39.82940555,-86.00638981,Open/No arrest,2008-03-17
23325,Black,26,Male,Indianapolis,IN,39.82166032,-85.98645428,Closed by arrest,2008-03-19
23326,Black,27,Male,Indianapolis,IN,39.82872881,-86.01655435,Closed by arrest,2008-03-19
23327,Black,39,Male,Indianapolis,IN,39.83833521,-86.1166612,Closed by arrest,2008-03-29
23328,Black,35,Male,Indianapolis,IN,39.82390883,-86.24749287,Closed without arrest,2008-03-28
23329,Black,27,Male,Indianapolis,IN,39.77806485,-86.11181957,Closed by arrest,2008-03-29
23330,White,14,Female,Indianapolis,IN,39.69736033,-86.25362765,Closed without arrest,2008-04-01
23331,White,49,Female,Indianapolis,IN,39.69736033,-86.25362765,Closed without arrest,2008-04-02
23332,Black,27,Male,Indianapolis,IN,39.82541744,-86.14509239,Closed by arrest,2008-04-02
23333,White,26,Male,Indianapolis,IN,39.75590611,-86.0528262,Closed by arrest,2008-04-11
23334,Black,36,Male,Indianapolis,IN,39.80863323,-86.17316709,Closed by arrest,2008-04-21
23335,Black,20,Male,Indianapolis,IN,39.810927,-86.0899631,Open/No arrest,2008-04-29
23336,Black,48,Female,Indianapolis,IN,39.83178927,-86.00886877,Closed by arrest,2008-04-28
23337,White,63,Male,Indianapolis,IN,39.76489763,-86.26016815,Closed by arrest,2008-05-05
23338,White,4,Female,Indianapolis,IN,39.81921762,-86.06289532,Closed without arrest,2008-05-04
23339,Black,17,Male,Indianapolis,IN,39.82184882,-86.12253791,Open/No arrest,2008-05-05
23340,Black,19,Male,Indianapolis,IN,39.82010052,-86.15440929,Closed by arrest,2008-05-05
23341,Black,30,Male,Indianapolis,IN,39.82233314,-86.09025423,Closed by arrest,2008-05-05
23342,Black,23,Male,Indianapolis,IN,39.82360032,-86.10577632,Closed without arrest,2008-05-06
23343,Black,40,Male,Indianapolis,IN,39.82529622,-86.11276338,Open/No arrest,2008-05-09
23344,White,49,Male,Indianapolis,IN,39.80915532,-86.1804641,Closed by arrest,2008-05-13
23345,Black,24,Male,Indianapolis,IN,39.79642879,-86.18747569,Closed by arrest,2008-05-16
23346,White,22,Male,Indianapolis,IN,39.81137128,-86.17053784,Closed by arrest,2008-05-21
23347,Black,23,Female,Indianapolis,IN,39.8122071,-86.12588717,Closed by arrest,2008-06-05
23348,Hispanic,52,Male,Indianapolis,IN,39.76283665,-86.20651407,Open/No arrest,2008-06-03
23349,Black,54,Male,Indianapolis,IN,39.77211973,-86.09360144,Closed by arrest,2008-06-06
23350,Hispanic,22,Male,Indianapolis,IN,39.81374269,-86.251015,Open/No arrest,2008-06-16
23351,Black,29,Female,Indianapolis,IN,39.83574647,-86.27783925,Closed by arrest,2008-06-21
23352,White,46,Male,Indianapolis,IN,39.85342089,-86.13289157,Closed by arrest,2008-06-25
23353,Black,38,Male,Indianapolis,IN,39.78989198,-86.14766353,Closed by arrest,2008-06-26
23354,Black,25,Female,Indianapolis,IN,39.81607841,-86.12812991,Closed by arrest,2008-06-28
23355,Hispanic,72,Male,Indianapolis,IN,39.82383867,-86.25311271,Closed by arrest,2008-07-01
23356,White,25,Female,Indianapolis,IN,39.74442845,-86.13571063,Open/No arrest,2008-07-01
23357,Black,39,Male,Indianapolis,IN,39.81811747,-86.12574944,Open/No arrest,2008-07-01
23358,Black,25,Male,Indianapolis,IN,39.77005477,-86.12829218,Closed by arrest,2008-07-03
23359,White,55,Male,Indianapolis,IN,39.78039695,-86.12260475,Closed by arrest,2008-07-05
23360,Black,24,Male,Indianapolis,IN,39.82853438,-86.12108815,Closed by arrest,2008-07-06
23361,White,69,Male,Indianapolis,IN,39.7646423,-86.11398261,Closed by arrest,2008-07-07
23362,Black,22,Male,Indianapolis,IN,39.80738642,-86.17662883,Open/No arrest,2008-07-08
23363,White,40,Female,Indianapolis,IN,39.81150083,-86.2440323,Closed by arrest,2008-07-07
23364,White,28,Female,Indianapolis,IN,39.76949758,-86.12648412,Closed by arrest,2008-07-09
23365,Black,22,Male,Indianapolis,IN,39.76949758,-86.12648412,Closed by arrest,2008-07-09
23366,Black,32,Female,Indianapolis,IN,39.81732556,-86.10262334,Closed by arrest,2008-07-09
23367,Black,24,Male,Indianapolis,IN,39.82535151,-86.10269678,Closed by arrest,2008-07-15
23368,Black,27,Male,Indianapolis,IN,39.79767198,-86.14088924,Closed by arrest,2008-07-17
23369,Black,24,Female,Indianapolis,IN,39.80252181,-86.00882109,Open/No arrest,2008-07-19
23370,Black,30,Male,Indianapolis,IN,39.85744112,-86.24714744,Closed without arrest,2008-07-22
23371,Black,30,Female,Indianapolis,IN,39.80294711,-86.15539683,Closed without arrest,2008-07-22
23372,White,67,Male,Indianapolis,IN,39.65379257,-86.12019709,Closed by arrest,2008-07-23
23373,Black,18,Male,Indianapolis,IN,39.81600628,-86.08084433,Closed by arrest,2008-07-31
23374,Black,20,Male,Indianapolis,IN,39.82949742,-85.96497174,Closed by arrest,2008-08-10
23375,Hispanic,36,Male,Indianapolis,IN,39.82471071,-86.26113995,Closed by arrest,2008-08-17
23376,Black,24,Male,Indianapolis,IN,39.80733126,-86.17676563,Open/No arrest,2008-08-19
23377,White,21,Female,Indianapolis,IN,39.84543591,-86.06039011,Closed by arrest,2008-08-21
23378,White,50,Male,Indianapolis,IN,39.82829714,-86.16281972,Closed by arrest,2008-08-25
23379,Black,18,Male,Indianapolis,IN,39.83159573,-86.25874493,Closed by arrest,2008-08-26
23380,White,25,Female,Indianapolis,IN,39.72995139,-86.14805289,Open/No arrest,2008-08-30
23381,Black,21,Male,Indianapolis,IN,39.74794925,-86.28058701,Closed by arrest,2008-08-31
23382,Black,34,Male,Indianapolis,IN,39.81829577,-86.0645492,Open/No arrest,2008-09-01
23383,Black,39,Male,Indianapolis,IN,39.77024198,-86.08213824,Closed by arrest,2008-09-02
23384,White,44,Male,Indianapolis,IN,39.746371,-86.08603507,Closed by arrest,2008-09-03
23385,Black,45,Male,Indianapolis,IN,39.78238791,-86.1002626,Closed by arrest,2008-09-09
23386,Black,26,Male,Indianapolis,IN,39.79930317,-86.02272169,Closed by arrest,2008-09-10
23387,White,26,Male,Indianapolis,IN,39.78769422,-86.22371693,Closed by arrest,2008-10-03
23388,Black,25,Male,Indianapolis,IN,39.77979062,-86.11081077,Closed by arrest,2008-09-16
23389,Black,25,Male,Indianapolis,IN,39.8244503,-86.07510705,Open/No arrest,2008-09-23
23390,Hispanic,0,Female,Indianapolis,IN,39.83758749,-86.27189058,Closed without arrest,2008-09-30
23391,Black,21,Male,Indianapolis,IN,39.78068809,-86.20648257,Closed by arrest,2008-09-25
23392,Black,19,Male,Indianapolis,IN,39.85753205,-86.25281669,Closed by arrest,2008-09-26
23393,White,21,Female,Indianapolis,IN,39.78289873,-86.1889971,Closed by arrest,2008-10-07
23394,Black,23,Male,Indianapolis,IN,39.82357991,-86.26944143,Open/No arrest,2008-10-06
23395,White,30,Female,Indianapolis,IN,39.77200577,-86.10353234,Open/No arrest,2008-10-29
23396,Black,61,Female,Indianapolis,IN,39.81899764,-86.08776305,Closed by arrest,2008-10-20
23397,White,70,Male,Indianapolis,IN,39.64029228,-86.32419018,Closed by arrest,2008-10-20
23398,White,77,Male,Indianapolis,IN,39.64029228,-86.32419018,Closed by arrest,2008-10-20
23399,Black,42,Female,Indianapolis,IN,39.83105729,-86.28893285,Closed without arrest,2008-10-27
23400,Black,19,Male,Indianapolis,IN,39.83044992,-86.00406101,Closed by arrest,2008-11-02
23401,Black,18,Male,Indianapolis,IN,39.83044992,-86.00406101,Closed by arrest,2008-11-02
23402,Black,27,Male,Indianapolis,IN,39.84216501,-86.20573082,Closed by arrest,2008-11-04
23403,Black,32,Male,Indianapolis,IN,39.81264959,-86.16262632,Open/No arrest,2008-11-09
23404,Black,20,Male,Indianapolis,IN,39.79610913,-86.18509656,Closed by arrest,2008-11-15
23405,Black,19,Male,Indianapolis,IN,39.77472943,-86.10104902,Closed by arrest,2008-11-20
23406,Black,52,Male,Indianapolis,IN,39.79703156,-86.21360188,Closed by arrest,2008-11-22
23407,White,44,Male,Indianapolis,IN,39.85313515,-86.23754721,Open/No arrest,2008-11-27
23408,Black,31,Male,Indianapolis,IN,39.84039346,-86.06054716,Open/No arrest,2008-12-03
23409,White,28,Male,Indianapolis,IN,39.77503293,-86.11427311,Closed by arrest,2008-12-06
23410,Black,30,Male,Indianapolis,IN,39.79773643,-86.14150585,Open/No arrest,2008-12-10
23411,Black,73,Male,Indianapolis,IN,39.77186926,-86.11148332,Open/No arrest,2008-12-11
23412,Black,44,Male,Indianapolis,IN,39.76893202,-86.12648146,Closed by arrest,2008-12-19
23413,Black,18,Male,Indianapolis,IN,39.83226011,-86.23188558,Closed by arrest,2009-01-05
23414,Hispanic,18,Male,Indianapolis,IN,39.81792613,-86.16148365,Open/No arrest,2008-12-23
23415,Black,77,Female,Indianapolis,IN,39.80957691,-86.12996681,Closed by arrest,2008-12-24
23416,White,43,Male,Indianapolis,IN,39.75206557,-86.12117031,Closed by arrest,2008-12-24
23417,Black,22,Male,Indianapolis,IN,39.86072776,-86.13394471,Closed by arrest,2008-12-26
23418,Black,34,Male,Indianapolis,IN,39.86072776,-86.13394471,Closed by arrest,2008-12-26
23419,White,51,Female,Indianapolis,IN,39.77233273,-86.11646478,Closed by arrest,2009-01-02
23420,Black,51,Male,Indianapolis,IN,39.82388357,-86.12460862,Closed by arrest,2009-01-03
23421,Black,32,Male,Indianapolis,IN,39.82804365,-86.26809265,Closed by arrest,2009-01-15
23422,Black,42,Male,Indianapolis,IN,39.79636018,-86.05971927,Closed by arrest,2009-01-19
23423,Black,16,Male,Indianapolis,IN,39.80086653,-85.99266197,Closed by arrest,2009-01-26
23424,Black,23,Male,Indianapolis,IN,39.83553853,-86.26181288,Closed by arrest,2009-01-31
23425,Black,26,Male,Indianapolis,IN,39.80483547,-86.1838313,Closed by arrest,2009-02-06
23426,Black,31,Male,Indianapolis,IN,39.7735632,-86.11306449,Open/No arrest,2009-02-10
23427,Hispanic,22,Male,Indianapolis,IN,39.81766964,-86.06473387,Open/No arrest,2009-02-14
23428,Black,22,Male,Indianapolis,IN,39.81428654,-86.12447696,Open/No arrest,2009-02-25
23429,Hispanic,27,Male,Indianapolis,IN,39.82587459,-86.02526074,Closed by arrest,2009-03-08
23430,Black,1,Female,Indianapolis,IN,39.88785616,-86.19761205,Closed by arrest,2009-03-13
23431,Hispanic,40,Male,Indianapolis,IN,39.8236679,-86.26385316,Closed by arrest,2009-03-19
23432,Black,15,Male,Indianapolis,IN,39.77610303,-86.11851438,Closed by arrest,2009-03-20
23433,Black,26,Male,Indianapolis,IN,39.81443079,-86.13929097,Closed by arrest,2009-03-20
23434,Black,21,Female,Indianapolis,IN,39.83301379,-86.07607563,Closed by arrest,2009-03-21
23435,Black,24,Male,Indianapolis,IN,39.78502769,-86.20835939,Closed by arrest,2009-03-22
23436,Black,23,Male,Indianapolis,IN,39.809366,-86.23990808,Open/No arrest,2009-03-25
23437,Black,27,Male,Indianapolis,IN,39.82551662,-86.08849066,Closed by arrest,2009-04-06
23438,White,77,Female,Indianapolis,IN,39.84558878,-86.32774021,Closed by arrest,2009-04-09
23439,Black,63,Male,Indianapolis,IN,39.78347568,-86.20955972,Closed by arrest,2009-04-09
23440,Black,22,Male,Indianapolis,IN,39.79569915,-86.22064243,Open/No arrest,2009-04-11
23441,Black,43,Male,Indianapolis,IN,39.82109578,-86.08643384,Closed by arrest,2009-04-12
23442,White,69,Male,Indianapolis,IN,39.84558878,-86.32774021,Closed by arrest,2009-04-13
23443,Black,29,Male,Indianapolis,IN,39.80026642,-86.1697588,Closed without arrest,2009-05-16
23444,White,44,Male,Indianapolis,IN,39.7962587,-86.06658464,Open/No arrest,2009-04-17
23445,Black,32,Male,Indianapolis,IN,39.80019841,-86.11435889,Open/No arrest,2009-05-03
23446,Black,56,Male,Indianapolis,IN,39.81589913,-86.14619034,Closed by arrest,2009-05-07
23447,White,21,Female,Indianapolis,IN,39.64445884,-86.07297133,Closed without arrest,2009-05-13
23448,Black,21,Male,Indianapolis,IN,39.81206226,-86.14904689,Closed by arrest,2009-05-16
23449,Black,23,Male,Indianapolis,IN,39.81622776,-86.12961997,Open/No arrest,2009-05-22
23450,Black,28,Male,Indianapolis,IN,39.81469632,-86.09789908,Open/No arrest,2009-05-23
23451,White,25,Male,Indianapolis,IN,39.80571404,-86.2891017,Closed without arrest,2009-05-24
23452,Black,34,Male,Indianapolis,IN,39.72708544,-86.13214853,Closed by arrest,2009-05-27
23453,Black,27,Male,Indianapolis,IN,39.82682913,-86.16752336,Open/No arrest,2009-05-26
23454,Black,34,Male,Indianapolis,IN,39.7887729,-86.10700956,Closed by arrest,2009-05-28
23455,Hispanic,26,Male,Indianapolis,IN,39.79785952,-86.2183096,Open/No arrest,2009-05-29
23456,Hispanic,24,Male,Indianapolis,IN,39.826,-86.01117051,Open/No arrest,2009-05-29
23457,Black,23,Male,Indianapolis,IN,39.78061473,-86.10234421,Closed by arrest,2009-06-03
23458,Black,21,Female,Indianapolis,IN,39.82817308,-85.96831862,Closed by arrest,2009-06-05
23459,Black,22,Male,Indianapolis,IN,39.82817308,-85.96831862,Closed by arrest,2009-06-05
23460,Black,19,Male,Indianapolis,IN,39.82817308,-85.96831862,Closed by arrest,2009-06-05
23461,White,69,Male,Indianapolis,IN,39.87995397,-86.24230002,Closed by arrest,2009-06-10
23462,White,23,Male,Indianapolis,IN,39.78241223,-86.27486513,Closed by arrest,2009-06-14
23463,Black,46,Male,Indianapolis,IN,39.812624,-86.1460884,Closed by arrest,2009-06-15
23464,Black,48,Male,Indianapolis,IN,39.81109774,-86.17815855,Closed by arrest,2009-06-25
23465,Black,34,Male,Indianapolis,IN,39.85897166,-86.24523505,Open/No arrest,2015-05-17
23466,Black,48,Male,Indianapolis,IN,39.82588866,-86.06610031,Open/No arrest,2009-07-03
23467,Black,24,Male,Indianapolis,IN,39.83532799,-86.00228226,Closed by arrest,2009-07-03
23468,Black,19,Male,Indianapolis,IN,39.81982079,-86.21862408,Closed without arrest,2009-07-07
23469,Black,18,Male,Indianapolis,IN,39.83362684,-85.99017419,Open/No arrest,2009-07-12
23470,White,79,Female,Indianapolis,IN,39.78194294,-86.10372943,Closed by arrest,2009-08-26
23471,White,28,Female,Indianapolis,IN,39.91418485,-86.18329311,Closed by arrest,2009-07-18
23472,Black,26,Female,Indianapolis,IN,39.91418485,-86.18329311,Closed by arrest,2009-07-18
23473,Black,8,Male,Indianapolis,IN,39.83569675,-86.00502664,Closed by arrest,2009-07-23
23474,Black,23,Male,Indianapolis,IN,39.78995601,-86.22232455,Closed without arrest,2009-07-26
23475,Black,22,Male,Indianapolis,IN,39.83020531,-86.12019747,Closed by arrest,2009-08-01
23476,Hispanic,27,Male,Indianapolis,IN,39.86514735,-86.27357477,Open/No arrest,2009-08-01
23477,Black,31,Male,Indianapolis,IN,39.79304241,-86.14232166,Closed by arrest,2009-08-13
23478,White,24,Male,Indianapolis,IN,39.78193978,-86.06426941,Open/No arrest,2009-08-17
23479,White,48,Male,Indianapolis,IN,39.79549803,-86.09750758,Closed by arrest,2009-08-19
23480,Black,46,Male,Indianapolis,IN,39.80037782,-86.13807482,Closed by arrest,2009-08-21
23481,Black,35,Male,Indianapolis,IN,39.82042172,-86.104269,Open/No arrest,2009-08-30
23482,Hispanic,22,Male,Indianapolis,IN,39.82357991,-86.26944143,Closed without arrest,2009-09-06
23483,Black,37,Male,Indianapolis,IN,39.79152967,-86.12972317,Closed by arrest,2009-09-11
23484,Black,18,Male,Indianapolis,IN,39.77321453,-86.29934771,Closed by arrest,2009-09-13
23485,Black,20,Male,Indianapolis,IN,39.7879652,-86.20757286,Closed by arrest,2009-09-28
23486,White,58,Female,Indianapolis,IN,39.91704151,-86.01726142,Closed by arrest,2009-09-18
23487,Black,29,Male,Indianapolis,IN,39.88548347,-86.20702849,Open/No arrest,2009-09-19
23488,Black,27,Male,Indianapolis,IN,39.82083279,-86.27374922,Closed by arrest,2009-09-22
23489,Hispanic,21,Female,Indianapolis,IN,39.77302944,-86.13342163,Closed by arrest,2009-09-30
23490,White,27,Female,Indianapolis,IN,39.768865,-86.20649982,Closed by arrest,2009-10-02
23491,Black,34,Male,Indianapolis,IN,39.80434884,-86.02609537,Closed by arrest,2009-10-08
23492,Black,45,Female,Indianapolis,IN,39.83247844,-86.00961011,Closed by arrest,2009-10-12
23493,White,24,Male,Indianapolis,IN,39.89137553,-86.18519921,Closed by arrest,2009-10-17
23494,Black,36,Male,Indianapolis,IN,39.77665545,-86.10224822,Open/No arrest,2009-10-17
23495,White,44,Male,Indianapolis,IN,39.72957696,-86.13959993,Closed by arrest,2009-10-21
23496,Black,35,Male,Indianapolis,IN,39.84061978,-86.13819568,Closed by arrest,2009-10-21
23497,Hispanic,35,Male,Indianapolis,IN,39.82150062,-86.2715961,Open/No arrest,2009-10-24
23498,Black,33,Male,Indianapolis,IN,39.79305534,-86.12586075,Closed by arrest,2009-10-31
23499,Black,24,Male,Indianapolis,IN,39.797063,-86.00553379,Closed by arrest,2009-10-31
23500,Black,25,Male,Indianapolis,IN,39.83110527,-86.27320618,Closed by arrest,2009-11-04
23501,White,27,Male,Indianapolis,IN,39.79144635,-86.2172461,Open/No arrest,2009-11-15
23502,Black,28,Female,Indianapolis,IN,39.79153602,-86.07671773,Closed by arrest,2009-11-18
23503,White,62,Female,Indianapolis,IN,39.7486755,-86.15915593,Closed by arrest,2009-11-21
23504,White,43,Male,Indianapolis,IN,39.79677871,-86.13319888,Closed by arrest,2009-11-25
23505,Hispanic,25,Male,Indianapolis,IN,39.81914085,-86.24341725,Open/No arrest,2009-11-25
23506,White,40,Female,Indianapolis,IN,39.79100936,-86.07382346,Closed by arrest,2009-11-28
23507,White,74,Male,Indianapolis,IN,39.88956378,-86.01388781,Closed without arrest,2009-12-02
23508,Black,29,Male,Indianapolis,IN,39.80736138,-86.07978684,Open/No arrest,2009-12-08
23509,White,18,Female,Indianapolis,IN,39.63573254,-86.11462657,Closed without arrest,2009-12-10
23510,White,21,Male,Indianapolis,IN,39.75242605,-86.12943744,Open/No arrest,2009-12-13
23511,Black,30,Male,Indianapolis,IN,39.71252823,-86.11417408,Open/No arrest,2009-12-22
23512,White,76,Female,Indianapolis,IN,39.76345617,-86.06404019,Open/No arrest,2009-12-22
23513,Black,20,Male,Indianapolis,IN,39.77358871,-86.11306479,Closed by arrest,2009-12-25
23514,White,41,Male,Indianapolis,IN,39.92186156,-86.23000711,Closed by arrest,2009-12-26
23515,White,36,Male,Indianapolis,IN,39.7592973,-86.20648475,Closed by arrest,2009-12-28
23516,Black,20,Male,Indianapolis,IN,39.82371498,-86.26085594,Closed by arrest,2009-12-28
23517,White,49,Male,Indianapolis,IN,39.90618271,-85.96490775,Closed by arrest,2009-12-30
23518,Black,41,Male,Indianapolis,IN,39.83915331,-86.06342978,Closed by arrest,2010-01-02
23519,White,49,Male,Indianapolis,IN,39.812262,-86.08032689,Open/No arrest,2010-01-06
23520,Black,46,Male,Indianapolis,IN,39.84037281,-86.13726066,Closed by arrest,2010-01-06
23521,Black,15,Male,Indianapolis,IN,39.79858007,-86.06914147,Closed by arrest,2010-01-14
23522,Black,37,Male,Indianapolis,IN,39.81177918,-86.24596118,Open/No arrest,2010-01-15
23523,Black,51,Male,Indianapolis,IN,39.78792844,-86.21017584,Closed by arrest,2010-01-16
23524,Black,34,Male,Indianapolis,IN,39.82529599,-86.02338816,Open/No arrest,2010-01-20
23525,Black,19,Male,Indianapolis,IN,39.81814639,-86.10841959,Open/No arrest,2010-01-23
23526,Black,23,Male,Indianapolis,IN,39.822815,-86.12827275,Open/No arrest,2010-01-24
23527,Black,0,Male,Indianapolis,IN,39.84816141,-86.10687708,Open/No arrest,2010-01-26
23528,Hispanic,42,Male,Indianapolis,IN,39.92066526,-86.15070494,Closed by arrest,2010-01-31
23529,Black,29,Male,Indianapolis,IN,39.92066526,-86.15070494,Closed by arrest,2010-01-31
23530,Black,18,Male,Indianapolis,IN,39.77133978,-86.13706656,Closed by arrest,2010-01-31
23531,Black,45,Male,Indianapolis,IN,39.82723073,-86.00797679,Closed by arrest,2010-02-04
23532,White,41,Male,Indianapolis,IN,39.75259269,-86.19816202,Closed by arrest,2010-02-15
23533,Black,49,Male,Indianapolis,IN,39.82637961,-86.16283797,Open/No arrest,2010-02-16
23534,White,61,Female,Indianapolis,IN,39.75661459,-86.28055864,Closed by arrest,2010-02-20
23535,White,24,Female,Indianapolis,IN,39.75661459,-86.28055864,Closed by arrest,2010-02-20
23536,Black,35,Female,Indianapolis,IN,39.77591835,-86.29386613,Closed without arrest,2010-03-01
23537,Black,23,Male,Indianapolis,IN,39.82159798,-86.15686093,Open/No arrest,2010-03-04
23538,Black,25,Male,Indianapolis,IN,39.85381519,-86.24011938,Closed by arrest,2010-03-05
23539,White,24,Male,Indianapolis,IN,39.70964325,-86.05926682,Closed by arrest,2010-03-08
23540,White,53,Male,Indianapolis,IN,39.75119406,-86.1495273,Closed by arrest,2010-03-10
23541,White,87,Female,Indianapolis,IN,39.81020906,-86.2744758,Closed without arrest,2010-04-09
23542,Black,49,Male,Indianapolis,IN,39.83704479,-86.13240045,Open/No arrest,2010-03-25
23543,Black,32,Male,Indianapolis,IN,39.79376701,-86.07032384,Closed by arrest,2010-03-28
23544,Black,23,Male,Indianapolis,IN,39.82113378,-86.15678733,Closed by arrest,2010-03-30
23545,Black,19,Male,Indianapolis,IN,39.80865431,-86.21112535,Closed by arrest,2010-03-31
23546,Black,16,Male,Indianapolis,IN,39.81590541,-86.2516836,Closed by arrest,2010-04-02
23547,White,55,Male,Indianapolis,IN,39.75309767,-86.14088617,Closed by arrest,2010-04-09
23548,Black,66,Male,Indianapolis,IN,39.80233622,-86.11064145,Closed by arrest,2010-04-11
23549,Hispanic,24,Male,Indianapolis,IN,39.9064169,-86.03817288,Closed by arrest,2010-04-13
23550,White,39,Male,Indianapolis,IN,39.72751674,-86.15289722,Open/No arrest,2010-04-18
23551,Black,34,Male,Indianapolis,IN,39.80226138,-86.10920968,Closed by arrest,2010-04-16
23552,White,23,Male,Indianapolis,IN,39.74491231,-86.19310121,Closed by arrest,2010-04-14
23553,Black,45,Male,Indianapolis,IN,39.90403971,-86.19066261,Closed by arrest,2010-04-21
23554,Hispanic,28,Male,Indianapolis,IN,39.76651263,-86.20527974,Closed by arrest,2010-05-09
23555,Hispanic,37,Male,Indianapolis,IN,39.76651263,-86.20527974,Closed by arrest,2010-05-09
23556,Black,19,Female,Indianapolis,IN,39.85870084,-86.05211745,Closed by arrest,2010-05-10
23557,Black,20,Male,Indianapolis,IN,39.85870084,-86.05211745,Closed by arrest,2010-05-10
