,victim_race,victim_age,victim_sex,city,state,lat,lon,disposition,reported_date_fixed
0,Hispanic,78,Male,Albuquerque,NM,35.0957885,-106.5385549,Closed without arrest,2010-05-04
1,Hispanic,17,Male,Albuquerque,NM,35.0568104,-106.715321,Closed by arrest,2010-02-16
2,White,15,Female,Albuquerque,NM,35.086092,-106.695568,Closed without arrest,2010-06-01
3,Hispanic,32,Male,Albuquerque,NM,35.0784929,-106.5560938,Closed by arrest,2010-01-01
4,White,72,Female,Albuquerque,NM,35.1303568,-106.5809862,Closed without arrest,2010-01-02
5,White,91,Female,Albuquerque,NM,35.15111,-106.537797,Open/No arrest,2010-01-26
6,Hispanic,52,Male,Albuquerque,NM,35.1117847,-106.7126144,Closed by arrest,2010-01-27
7,Hispanic,52,Female,Albuquerque,NM,35.1117847,-106.7126144,Closed by arrest,2010-01-27
8,White,56,Male,Albuquerque,NM,35.0753799,-106.5534583,Open/No arrest,2010-01-30
9,Hispanic,43,Male,Albuquerque,NM,35.0659296,-106.5722875,Open/No arrest,2010-02-10
10,Hispanic,20,Male,Albuquerque,NM,35.0773747,-106.5605695,Closed by arrest,2010-02-12
12,Hispanic,46,Male,Albuquerque,NM,35.0640762,-106.6082814,Open/No arrest,2010-02-22
13,Other,16,Male,Albuquerque,NM,35.0414912,-106.7421466,Closed by arrest,2010-03-06
14,Hispanic,54,Male,Albuquerque,NM,35.0706565,-106.6158449,Closed by arrest,2010-03-08
15,White,43,Female,Albuquerque,NM,35.0706565,-106.6158449,Closed by arrest,2010-03-08
16,Hispanic,52,Male,Albuquerque,NM,35.0790821,-106.4959493,Closed by arrest,2010-03-22
18,White,22,Female,Albuquerque,NM,35.1104043,-106.5236679,Closed by arrest,2010-04-02
19,Hispanic,49,Male,Albuquerque,NM,35.0895725,-106.5700776,Closed by arrest,2010-04-20
20,Black,15,Male,Albuquerque,NM,35.0958872,-106.6380811,Closed by arrest,2010-04-23
21,Black,25,Male,Albuquerque,NM,35.0958872,-106.6380811,Closed by arrest,2010-04-23
22,White,20,Male,Albuquerque,NM,35.0834013,-106.6329406,Closed by arrest,2010-05-18
23,Other,47,Male,Albuquerque,NM,35.1024226,-106.5676745,Closed by arrest,2010-06-02
24,White,88,Female,Albuquerque,NM,35.0959563,-106.5611352,Closed without arrest,2010-06-02
25,Hispanic,27,Female,Albuquerque,NM,35.0784617,-106.551755,Closed by arrest,2010-06-03
26,White,36,Female,Albuquerque,NM,35.0537478,-106.5317998,Closed without arrest,2010-07-12
27,White,47,Female,Albuquerque,NM,35.0537478,-106.5317998,Closed without arrest,2010-07-12
28,Asian,1,Female,Albuquerque,NM,35.0644563,-106.5244581,Closed without arrest,2010-07-26
29,Hispanic,58,Male,Albuquerque,NM,35.0618273,-106.749104,Open/No arrest,2010-07-28
30,Hispanic,42,Male,Albuquerque,NM,35.0740251,-106.5617179,Closed without arrest,2010-07-28
31,Hispanic,50,Male,Albuquerque,NM,35.0766724,-106.5840562,Closed by arrest,2010-08-18
32,Other,3,Female,Albuquerque,NM,35.0722449,-106.5704919,Closed by arrest,2010-08-20
33,Hispanic,1,Male,Albuquerque,NM,35.0733998,-106.695892,Closed by arrest,2010-08-22
34,Hispanic,21,Female,Albuquerque,NM,35.0733998,-106.695892,Closed by arrest,2010-08-22
35,Hispanic,19,Female,Albuquerque,NM,35.0761934,-106.5065729,Closed by arrest,2010-09-02
36,Hispanic,46,Male,Albuquerque,NM,35.128117,-106.607408,Closed by arrest,2011-06-06
37,Other,95,Female,Albuquerque,NM,35.140829,-106.6390546,Closed without arrest,2010-09-16
38,White,24,Male,Albuquerque,NM,35.2051274,-106.6774896,Closed by arrest,2010-09-19
39,White,41,Male,Albuquerque,NM,35.0625561,-106.5030129,Closed by arrest,2010-09-19
40,White,50,Male,Albuquerque,NM,35.0893459,-106.65963,Closed by arrest,2010-10-09
41,White,51,Male,Albuquerque,NM,35.072135,-106.520184,Closed by arrest,2010-10-24
42,Black,18,Male,Albuquerque,NM,35.0985619,-106.6258619,Closed by arrest,2010-10-28
43,Other,36,Male,Albuquerque,NM,35.0769019,-106.560518,Closed by arrest,2010-11-03
44,Black,18,Male,Albuquerque,NM,35.0746827,-106.5477881,Closed by arrest,2010-11-07
45,Other,27,Male,Albuquerque,NM,35.0613348,-106.5847512,Closed by arrest,2010-11-12
46,White,8,Male,Albuquerque,NM,35.1871831,-106.6693139,Closed by arrest,2011-01-13
47,Hispanic,43,Male,Albuquerque,NM,35.0765759,-106.7410177,Closed by arrest,2011-01-23
48,White,22,Female,Albuquerque,NM,35.0593369,-106.6325842,Closed by arrest,2011-01-30
49,Hispanic,36,Male,Albuquerque,NM,35.0777013,-106.6825795,Closed by arrest,2011-03-16
50,White,64,Female,Albuquerque,NM,35.0969045,-106.6981492,Closed by arrest,2011-03-18
51,Hispanic,30,Male,Albuquerque,NM,35.0723133,-106.5649213,Closed by arrest,2011-04-06
52,Other,2,Male,Albuquerque,NM,35.0613632,-106.5684933,Closed by arrest,2011-04-13
53,Black,52,Male,Albuquerque,NM,35.062591,-106.5681835,Closed by arrest,2011-04-14
54,White,39,Male,Albuquerque,NM,35.0717857,-106.5651055,Closed by arrest,2011-05-04
55,White,50,Female,Albuquerque,NM,35.0640762,-106.6082814,Closed by arrest,2011-05-09
56,Other,49,Male,Albuquerque,NM,35.0959766,-106.6529057,Closed by arrest,2011-05-11
57,Black,45,Male,Albuquerque,NM,35.0719152,-106.5540107,Closed by arrest,2011-05-13
58,Black,42,Male,Albuquerque,NM,35.1057845,-106.5859615,Closed by arrest,2011-05-18
60,White,49,Male,Albuquerque,NM,35.081367,-106.6439939,Closed by arrest,2011-06-01
61,Hispanic,19,Male,Albuquerque,NM,35.0644434,-106.750037,Closed by arrest,2011-06-05
62,White,49,Male,Albuquerque,NM,35.0694295,-106.5030956,Closed by arrest,2011-07-05
63,Black,36,Male,Albuquerque,NM,35.0748997,-106.6442012,Open/No arrest,2011-07-17
64,White,49,Male,Albuquerque,NM,35.075743,-106.6460088,Closed by arrest,2011-07-19
65,White,43,Male,Albuquerque,NM,35.102202,-106.576406,Open/No arrest,2011-07-27
66,Black,31,Male,Albuquerque,NM,35.061035,-106.614918,Open/No arrest,2011-08-17
67,White,0,Male,Albuquerque,NM,35.0850333,-106.7116798,Closed by arrest,2011-08-25
68,Other,0,Male,Albuquerque,NM,35.0724896,-106.5112377,Closed by arrest,2011-08-26
69,Other,23,Male,Albuquerque,NM,35.1454208,-106.5898521,Closed by arrest,2011-08-27
70,Hispanic,30,Female,Albuquerque,NM,35.0999477,-106.6814495,Closed without arrest,2011-09-06
71,Hispanic,32,Male,Albuquerque,NM,35.0722449,-106.5704919,Closed by arrest,2011-09-11
72,Hispanic,51,Male,Albuquerque,NM,35.1228758,-106.6524984,Open/No arrest,2011-09-17
73,Hispanic,16,Male,Albuquerque,NM,35.0860854,-106.6531705,Closed by arrest,2011-09-24
74,Hispanic,28,Female,Albuquerque,NM,35.1314718,-106.5993372,Closed without arrest,2011-10-13
75,Hispanic,35,Female,Albuquerque,NM,35.0700586,-106.5604097,Open/No arrest,2011-11-17
76,Hispanic,26,Male,Albuquerque,NM,35.0656074,-106.5026132,Closed by arrest,2011-11-23
77,White,18,Female,Albuquerque,NM,35.095586,-106.666784,Closed by arrest,2011-12-04
78,White,23,Male,Albuquerque,NM,35.095586,-106.666784,Closed by arrest,2011-12-04
79,Black,40,Male,Albuquerque,NM,35.065228,-106.620301,Open/No arrest,2011-12-09
80,Other,52,Female,Albuquerque,NM,35.1237297,-106.6622563,Closed by arrest,2011-12-15
81,Hispanic,19,Male,Albuquerque,NM,35.0803867,-106.7113874,Closed by arrest,2011-12-18
82,Hispanic,19,Male,Albuquerque,NM,35.10118,-106.580288,Open/No arrest,2011-12-28
83,Other,42,Male,Albuquerque,NM,35.1293341,-106.5892536,Closed without arrest,2012-01-07
84,Hispanic,17,Male,Albuquerque,NM,35.0595135,-106.5839127,Closed by arrest,2012-01-19
85,Hispanic,45,Male,Albuquerque,NM,35.0778823,-106.5594889,Closed by arrest,2012-01-24
86,Hispanic,21,Male,Albuquerque,NM,35.0387539,-106.733116,Open/No arrest,2012-01-29
87,Hispanic,42,Male,Albuquerque,NM,35.0887252,-106.5605938,Closed by arrest,2012-02-04
88,White,42,Male,Albuquerque,NM,35.1051246,-106.5566347,Closed without arrest,2012-02-07
89,White,94,Female,Albuquerque,NM,35.1011814,-106.5547127,Open/No arrest,2012-02-15
90,Hispanic,33,Male,Albuquerque,NM,35.123776,-106.6779733,Closed by arrest,2012-02-25
91,Hispanic,33,Male,Albuquerque,NM,35.123776,-106.6779733,Closed by arrest,2012-02-25
92,Black,57,Male,Albuquerque,NM,35.0706403,-106.5661183,Closed by arrest,2012-03-07
93,Black,55,Male,Albuquerque,NM,35.073865,-106.5570178,Open/No arrest,2012-03-08
94,Other,29,Female,Albuquerque,NM,35.0902212,-106.633213,Closed by arrest,2012-03-10
95,Hispanic,53,Male,Albuquerque,NM,35.0598129,-106.623819,Closed by arrest,2012-03-13
96,Hispanic,17,Male,Albuquerque,NM,35.0466662,-106.7173595,Open/No arrest,2012-03-22
97,White,16,Male,Albuquerque,NM,35.0466662,-106.7173595,Open/No arrest,2012-03-22
98,Hispanic,23,Male,Albuquerque,NM,35.1323175,-106.6079465,Closed by arrest,2012-03-24
99,Other,42,Male,Albuquerque,NM,35.0895731,-106.6525948,Closed by arrest,2012-03-30
100,Hispanic,25,Female,Albuquerque,NM,35.0880189,-106.5631028,Closed by arrest,2012-04-28
101,Hispanic,26,Female,Albuquerque,NM,35.0880189,-106.5631028,Closed by arrest,2012-04-28
103,White,66,Female,Albuquerque,NM,35.1643789,-106.569255,Closed without arrest,2012-04-28
104,Hispanic,5,Male,Albuquerque,NM,35.1265553,-106.6092705,Closed by arrest,2012-05-01
105,Other,74,Male,Albuquerque,NM,35.1474078,-106.5726602,Closed without arrest,2012-05-15
106,Black,20,Male,Albuquerque,NM,35.0839698,-106.6495188,Closed by arrest,2012-06-07
107,Other,20,Male,Albuquerque,NM,35.0828576,-106.6451986,Closed by arrest,2012-06-21
108,White,69,Male,Albuquerque,NM,35.0866574,-106.4954159,Open/No arrest,2012-06-21
109,White,37,Male,Albuquerque,NM,35.1491692,-106.5212591,Closed by arrest,2012-07-01
110,Other,30,Male,Albuquerque,NM,35.1028979,-106.7079384,Closed by arrest,2012-07-07
111,White,36,Male,Albuquerque,NM,35.0809756,-106.6272192,Closed by arrest,2012-07-17
112,White,59,Male,Albuquerque,NM,35.0750176,-106.5600677,Closed by arrest,2012-07-17
113,Hispanic,33,Male,Albuquerque,NM,35.1192902,-106.6080612,Closed by arrest,2012-07-31
114,Hispanic,2,Male,Albuquerque,NM,35.1281842,-106.7075699,Closed by arrest,2012-08-06
115,White,40,Female,Albuquerque,NM,35.0969344,-106.5449419,Closed by arrest,2012-08-12
116,White,20,Male,Albuquerque,NM,35.0731738,-106.5027336,Closed by arrest,2012-08-21
117,White,36,Female,Albuquerque,NM,35.0731738,-106.5027336,Closed by arrest,2012-08-21
118,Black,57,Male,Albuquerque,NM,35.0562933,-106.6311796,Open/No arrest,2012-08-31
119,Other,55,Male,Albuquerque,NM,35.1095199,-106.6199663,Closed by arrest,2012-09-17
120,White,49,Male,Albuquerque,NM,35.0960183,-106.5282701,Open/No arrest,2012-09-23
122,Hispanic,54,Male,Albuquerque,NM,35.1084425,-106.5099148,Closed without arrest,2012-11-10
123,Black,34,Male,Albuquerque,NM,35.1084425,-106.5099148,Closed without arrest,2012-11-10
124,Other,26,Male,Albuquerque,NM,35.062858,-106.58339,Closed by arrest,2012-11-12
125,Hispanic,1,Female,Albuquerque,NM,35.0694132,-106.5661817,Closed by arrest,2012-11-16
126,White,45,Male,Albuquerque,NM,35.1234351,-106.6545176,Closed by arrest,2012-11-19
127,Hispanic,27,Male,Albuquerque,NM,35.0838129,-106.6393079,Closed by arrest,2012-11-27
128,Hispanic,1,Female,Albuquerque,NM,35.1839453,-106.6736436,Closed by arrest,2012-12-21
129,White,43,Male,Albuquerque,NM,35.1141073,-106.6589751,Closed by arrest,2013-02-25
130,White,38,Male,Albuquerque,NM,35.054596,-106.7394973,Open/No arrest,2013-02-25
131,Hispanic,19,Female,Albuquerque,NM,35.108623,-106.699481,Closed without arrest,2013-03-29
132,Hispanic,26,Male,Albuquerque,NM,35.089272,-106.641956,Closed without arrest,2013-04-02
133,Black,26,Male,Albuquerque,NM,35.0788181,-106.5986625,Closed by arrest,2013-04-07
134,Other,38,Male,Albuquerque,NM,35.0705387,-106.5025065,Closed by arrest,2013-04-22
135,Hispanic,28,Male,Albuquerque,NM,35.1119559,-106.6230949,Closed without arrest,2013-04-30
136,Other,44,Female,Albuquerque,NM,35.0766249,-106.5490389,Closed by arrest,2013-05-07
137,White,74,Female,Albuquerque,NM,35.1459189,-106.4934399,Closed without arrest,2013-05-30
138,White,8,Female,Albuquerque,NM,35.0712788,-106.7108442,Closed by arrest,2013-05-31
139,White,33,Female,Albuquerque,NM,35.0857901,-106.5899212,Closed without arrest,2013-06-03
140,White,33,Male,Albuquerque,NM,35.0775609,-106.6303968,Closed without arrest,2013-06-13
141,Black,28,Male,Albuquerque,NM,35.0706199,-106.5821746,Closed by arrest,2013-06-15
142,Hispanic,27,Male,Albuquerque,NM,35.0753578,-106.7437451,Open/No arrest,2013-06-18
144,White,40,Male,Albuquerque,NM,35.0771452,-106.563264,Closed by arrest,2013-06-21
145,Black,34,Male,Albuquerque,NM,35.0710449,-106.5108091,Closed without arrest,2013-06-23
146,White,32,Male,Albuquerque,NM,35.1898835,-106.6580065,Closed without arrest,2013-07-19
147,White,59,Male,Albuquerque,NM,35.0942665,-106.5266215,Closed by arrest,2013-07-20
148,Hispanic,38,Male,Albuquerque,NM,35.0812744,-106.7337265,Closed without arrest,2013-07-22
149,White,58,Female,Albuquerque,NM,35.0848986,-106.6012324,Closed without arrest,2013-07-24
150,White,36,Male,Albuquerque,NM,35.1120168,-106.6466949,Closed by arrest,2013-08-04
151,Hispanic,56,Male,Albuquerque,NM,35.0671513,-106.4950524,Open/No arrest,2013-08-04
152,White,42,Male,Albuquerque,NM,35.1114033,-106.6037687,Closed by arrest,2013-08-13
153,Hispanic,31,Female,Albuquerque,NM,35.0862964,-106.5837997,Closed by arrest,2013-08-25
154,Hispanic,21,Male,Albuquerque,NM,35.145696,-106.7111863,Closed by arrest,2013-09-01
155,Hispanic,15,Male,Albuquerque,NM,35.0534462,-106.6508446,Closed by arrest,2013-09-17
156,Hispanic,41,Male,Albuquerque,NM,35.0711405,-106.5387505,Closed by arrest,2013-10-21
157,Hispanic,20,Male,Albuquerque,NM,35.1617927,-106.5630568,Open/No arrest,2013-11-16
158,Hispanic,21,Male,Albuquerque,NM,35.0669848,-106.5772418,Open/No arrest,2013-11-17
159,Hispanic,30,Male,Albuquerque,NM,35.0887252,-106.5605938,Closed by arrest,2013-11-19
160,Other,22,Female,Albuquerque,NM,35.1108034,-106.5701236,Closed by arrest,2013-11-27
161,Black,9,Male,Albuquerque,NM,35.1235334,-106.5890464,Closed by arrest,2013-12-28
162,Black,44,Male,Albuquerque,NM,35.080763,-106.546501,Open/No arrest,2014-01-14
163,White,43,Female,Albuquerque,NM,35.0754594,-106.5049428,Closed by arrest,2014-01-16
165,Other,0,Female,Albuquerque,NM,35.0623247,-106.7454409,Closed by arrest,2014-04-15
166,White,53,Female,Albuquerque,NM,35.2043771,-106.725468,Closed by arrest,2014-04-22
167,White,65,Male,Albuquerque,NM,35.0613559,-106.7565685,Closed by arrest,2014-05-27
168,Other,30,Male,Albuquerque,NM,35.0820249,-106.5779964,Open/No arrest,2014-05-29
169,White,26,Female,Albuquerque,NM,35.1315618,-106.5631975,Closed by arrest,2014-06-27
170,Other,53,Female,Albuquerque,NM,35.0785223,-106.6497539,Open/No arrest,2014-06-09
171,White,0,Male,Albuquerque,NM,35.043333,-106.7444964,Closed by arrest,2014-06-28
172,White,53,Female,Albuquerque,NM,35.0685023,-106.7305868,Open/No arrest,2014-06-30
173,Other,44,Male,Albuquerque,NM,35.0818236,-106.7048656,Closed by arrest,2014-07-19
174,Other,46,Male,Albuquerque,NM,35.0818236,-106.7048656,Closed by arrest,2014-07-19
175,White,22,Male,Albuquerque,NM,35.0600825,-106.6238409,Open/No arrest,2014-07-20
176,White,27,Female,Albuquerque,NM,35.1194254,-106.614901,Closed without arrest,2014-08-08
177,White,53,Female,Albuquerque,NM,35.0714969,-106.5552076,Closed by arrest,2014-08-14
178,White,27,Male,Albuquerque,NM,35.152216,-106.5827429,Closed by arrest,2014-08-30
179,White,24,Male,Albuquerque,NM,35.0948277,-106.5512244,Closed by arrest,2014-09-01
180,Black,33,Male,Albuquerque,NM,35.064154,-106.505675,Closed by arrest,2014-10-09
181,White,90,Female,Albuquerque,NM,35.0774117,-106.6105379,Closed without arrest,2014-10-15
182,Black,23,Male,Albuquerque,NM,35.0835952,-106.6499235,Open/No arrest,2014-10-17
183,Black,47,Male,Albuquerque,NM,35.0559844,-106.5221132,Closed by arrest,2014-10-26
184,Black,48,Male,Albuquerque,NM,35.0743049,-106.5617447,Closed by arrest,2014-10-31
186,Black,37,Male,Albuquerque,NM,35.058834,-106.570717,Closed by arrest,2014-11-24
187,White,23,Male,Albuquerque,NM,35.0664027,-106.5844421,Closed by arrest,2014-11-28
188,Black,21,Female,Albuquerque,NM,35.1030665,-106.7263879,Closed by arrest,2014-11-29
189,White,22,Male,Albuquerque,NM,35.0919839,-106.499125,Closed by arrest,2014-12-17
190,Black,34,Male,Albuquerque,NM,35.1314718,-106.5993372,Closed by arrest,2014-12-23
191,White,21,Male,Albuquerque,NM,35.1078462,-106.5290095,Closed by arrest,2015-01-05
192,White,48,Male,Albuquerque,NM,35.1375223,-106.5871817,Closed by arrest,2015-01-08
193,White,21,Male,Albuquerque,NM,35.1102154,-106.700798,Open/No arrest,2015-01-18
194,Hispanic,45,Female,Albuquerque,NM,35.1937018,-106.6557957,Closed without arrest,2015-01-31
195,White,43,Male,Albuquerque,NM,35.1100926,-106.6718932,Closed by arrest,2015-02-01
196,White,25,Male,Albuquerque,NM,35.2032064,-106.6777807,Closed by arrest,2015-02-01
197,White,36,Male,Albuquerque,NM,35.0657526,-106.5855011,Closed without arrest,2015-02-02
199,Hispanic,32,Male,Albuquerque,NM,35.102746,-106.7441489,Open/No arrest,2015-02-19
200,Other,43,Male,Albuquerque,NM,35.076522,-106.5521693,Closed by arrest,2015-02-21
202,White,31,Female,Albuquerque,NM,35.076458,-106.5117315,Open/No arrest,2015-03-14
203,Black,17,Male,Albuquerque,NM,35.087362,-106.5392702,Open/No arrest,2015-03-22
204,White,23,Male,Albuquerque,NM,35.0679459,-106.5761087,Closed by arrest,2015-04-01
205,Black,31,Unknown,Albuquerque,NM,35.0753603,-106.559581,Closed without arrest,2015-05-06
206,Other,62,Male,Albuquerque,NM,35.123912,-106.5984163,Closed without arrest,2015-05-14
207,White,57,Male,Albuquerque,NM,35.0614192,-106.5856853,Closed by arrest,2015-05-14
208,White,18,Female,Albuquerque,NM,35.0655949,-106.746109,Closed by arrest,2015-05-21
209,White,64,Female,Albuquerque,NM,35.1142017,-106.5712286,Closed without arrest,2015-05-14
213,Black,42,Male,Albuquerque,NM,35.069736,-106.5827386,Closed without arrest,2015-05-31
215,White,60,Male,Albuquerque,NM,35.0914782,-106.4954849,Closed without arrest,2015-06-26
216,White,17,Male,Albuquerque,NM,35.0900096,-106.5022733,Closed by arrest,2015-06-29
217,Other,49,Female,Albuquerque,NM,35.084501,-106.717731,Open/No arrest,2015-07-02
218,Other,49,Female,Albuquerque,NM,35.084501,-106.717731,Open/No arrest,2017-01-07
219,White,29,Male,Albuquerque,NM,35.0821338,-106.6339204,Closed by arrest,2015-07-11
220,White,14,Male,Albuquerque,NM,35.0880452,-106.6973316,Closed by arrest,2015-07-27
221,White,21,Male,Albuquerque,NM,35.037991,-106.722445,Closed by arrest,2015-08-01
222,White,0,Female,Albuquerque,NM,35.0773747,-106.5605695,Closed by arrest,2015-08-09
223,White,54,Male,Albuquerque,NM,35.06042,-106.5816282,Closed by arrest,2015-08-15
225,White,62,Male,Albuquerque,NM,35.0746086,-106.5500572,Open/No arrest,2015-08-22
226,White,49,Male,Albuquerque,NM,35.1024841,-106.7055429,Closed by arrest,2015-08-22
227,White,60,Male,Albuquerque,NM,35.0907801,-106.5629417,Closed by arrest,2015-08-24
229,Black,31,Male,Albuquerque,NM,35.1320777,-106.6038892,Closed by arrest,2015-09-02
230,White,69,Male,Albuquerque,NM,35.0656074,-106.5026132,Closed by arrest,2015-09-07
231,White,30,Male,Albuquerque,NM,35.0690532,-106.5099387,Closed by arrest,2015-09-29
232,White,1,Female,Albuquerque,NM,35.0654331,-106.746662,Closed by arrest,2015-10-09
233,Other,37,Male,Albuquerque,NM,35.086019,-106.710288,Open/No arrest,2015-10-12
234,Other,44,Male,Albuquerque,NM,35.1058173,-106.5512557,Closed by arrest,2015-10-15
235,White,4,Female,Albuquerque,NM,35.106901,-106.698419,Closed by arrest,2015-10-20
237,White,34,Female,Albuquerque,NM,35.08232,-106.5893226,Closed by arrest,2015-11-21
238,White,29,Male,Albuquerque,NM,35.0721054,-106.5759706,Open/No arrest,2015-11-25
239,White,33,Male,Albuquerque,NM,35.0778908,-106.6522966,Open/No arrest,2015-11-27
240,White,21,Male,Albuquerque,NM,35.1291751,-106.7095739,Open/No arrest,2015-12-05
241,Other,55,Male,Albuquerque,NM,35.0460882,-106.4873851,Closed by arrest,2015-12-26
242,White,18,Male,Albuquerque,NM,35.0414629,-106.7216256,Closed by arrest,2015-12-27
243,White,25,Male,Albuquerque,NM,35.0831037,-106.7041379,Closed by arrest,2016-01-01
244,White,43,Male,Albuquerque,NM,35.0661093,-106.6212077,Closed by arrest,2016-01-15
245,Other,27,Female,Albuquerque,NM,35.13111,-106.647083,Closed by arrest,2016-01-20
246,White,30,Female,Albuquerque,NM,35.155857,-106.591336,Closed by arrest,2016-01-20
247,Other,32,Male,Albuquerque,NM,35.0969088,-106.6493657,Open/No arrest,2016-02-05
248,White,24,Male,Albuquerque,NM,35.058731,-106.6224154,Closed by arrest,2016-02-05
249,Other,38,Male,Albuquerque,NM,35.104702,-106.624891,Closed by arrest,2016-02-10
250,White,1,Male,Albuquerque,NM,35.0792472,-106.5577281,Closed by arrest,2016-02-29
251,White,24,Male,Albuquerque,NM,35.071541,-106.5668549,Closed by arrest,2016-03-05
253,White,58,Female,Albuquerque,NM,35.0968508,-106.6030208,Closed without arrest,2016-03-11
254,White,37,Male,Albuquerque,NM,35.0867935,-106.6598718,Closed by arrest,2016-03-15
255,White,26,Male,Albuquerque,NM,35.0863345,-106.5319512,Open/No arrest,2016-03-31
256,Asian,31,Male,Albuquerque,NM,35.1341189,-106.5869823,Closed without arrest,2016-04-01
257,Asian,31,Male,Albuquerque,NM,35.1341189,-106.5869823,Closed without arrest,2016-04-01
258,White,31,Male,Albuquerque,NM,35.1867112,-106.5931848,Closed by arrest,2016-04-03
259,White,52,Male,Albuquerque,NM,35.122963,-106.517405,Closed by arrest,2016-04-07
260,White,30,Male,Albuquerque,NM,35.0743049,-106.5617447,Closed by arrest,2016-04-08
261,White,33,Male,Albuquerque,NM,35.0634398,-106.5801367,Closed by arrest,2016-04-14
262,White,25,Male,Albuquerque,NM,35.103938,-106.6025604,Open/No arrest,2016-05-03
263,White,33,Male,Albuquerque,NM,35.0594386,-106.6474826,Open/No arrest,2016-05-06
264,Other,28,Male,Albuquerque,NM,35.093229,-106.553612,Open/No arrest,2016-05-07
265,White,31,Male,Albuquerque,NM,35.1217893,-106.5998923,Open/No arrest,2016-05-10
266,White,31,Male,Albuquerque,NM,35.1217893,-106.5998923,Open/No arrest,2016-05-10
267,White,46,Male,Albuquerque,NM,35.0766474,-106.5521693,Closed by arrest,2016-05-20
268,White,23,Male,Albuquerque,NM,35.0569197,-106.7325977,Closed by arrest,2016-05-29
269,White,52,Male,Albuquerque,NM,35.0774712,-106.5868637,Closed by arrest,2016-05-31
270,White,26,Female,Albuquerque,NM,35.0575154,-106.5241359,Closed by arrest,2016-06-07
271,White,22,Male,Albuquerque,NM,35.0854776,-106.6540404,Closed by arrest,2016-06-11
273,White,49,Male,Albuquerque,NM,35.1488203,-106.5452872,Closed by arrest,2016-06-20
274,Other,33,Male,Albuquerque,NM,35.0785148,-106.586857,Closed by arrest,2016-06-22
275,Other,53,Male,Albuquerque,NM,35.0778496,-106.5639085,Open/No arrest,2016-06-29
276,White,35,Female,Albuquerque,NM,35.1243503,-106.5397632,Closed by arrest,2016-07-14
277,Unknown,46,Male,Albuquerque,NM,35.057319,-106.578808,Open/No arrest,2016-07-15
278,White,27,Male,Albuquerque,NM,35.0687056,-106.5694271,Open/No arrest,2016-07-18
279,White,20,Male,Albuquerque,NM,35.0411823,-106.7356492,Open/No arrest,2016-07-22
280,Black,70,Male,Albuquerque,NM,35.1166777,-106.5789172,Closed by arrest,2016-07-22
281,Black,59,Female,Albuquerque,NM,35.0715962,-106.5608434,Open/No arrest,2016-07-23
282,White,34,Male,Albuquerque,NM,35.130183,-106.653062,Open/No arrest,2016-07-26
283,White,24,Male,Albuquerque,NM,35.0798997,-106.5495453,Closed by arrest,2016-08-08
284,White,24,Male,Albuquerque,NM,35.0798997,-106.5495453,Closed by arrest,2016-08-08
286,White,10,Female,Albuquerque,NM,35.2015267,-106.6804279,Closed by arrest,2016-08-24
287,Asian,39,Female,Albuquerque,NM,35.114135,-106.705183,Closed without arrest,2016-08-28
288,Asian,11,Female,Albuquerque,NM,35.114135,-106.705183,Closed without arrest,2016-08-28
289,White,23,Male,Albuquerque,NM,35.0767072,-106.5205917,Closed by arrest,2016-08-30
290,White,39,Male,Albuquerque,NM,35.0659783,-106.5859079,Closed by arrest,2016-09-03
291,White,47,Male,Albuquerque,NM,35.1321634,-106.6593652,Closed by arrest,2016-09-15
292,Asian,30,Male,Albuquerque,NM,35.0747935,-106.5566981,Open/No arrest,2016-09-21
293,White,22,Male,Albuquerque,NM,35.0824009,-106.6128979,Open/No arrest,2016-11-06
294,White,31,Male,Albuquerque,NM,35.0697011,-106.5650594,Closed by arrest,2016-11-14
295,Unknown,63,Male,Albuquerque,NM,35.0713836,-106.5805286,Open/No arrest,2016-11-17
296,White,33,Male,Albuquerque,NM,35.095296,-106.6511682,Closed by arrest,2016-11-22
297,White,9,Male,Albuquerque,NM,35.0482007,-106.4909978,Closed without arrest,2016-12-05
298,White,6,Female,Albuquerque,NM,35.0482007,-106.4909978,Closed without arrest,2016-12-05
299,White,5,Male,Albuquerque,NM,35.0482007,-106.4909978,Closed without arrest,2016-12-05
300,White,32,Male,Albuquerque,NM,35.0992831,-106.6986905,Closed by arrest,2016-12-12
301,Unknown,42,Male,Albuquerque,NM,35.1069376,-106.5492,Open/No arrest,2016-12-17
302,White,55,Male,Albuquerque,NM,35.089272,-106.641956,Closed by arrest,2016-12-28
303,White,54,Male,Albuquerque,NM,35.1217769,-106.696671,Closed by arrest,2016-12-29
306,Black,39,Male,Albuquerque,NM,35.104702,-106.624891,Open/No arrest,2017-01-15
307,Unknown,20,Female,Albuquerque,NM,35.0732164,-106.4909402,Closed by arrest,2017-01-16
308,Unknown,39,Male,Albuquerque,NM,35.0745022,-106.5511205,Closed by arrest,2017-01-17
312,Unknown,43,Male,Albuquerque,NM,35.0586367,-106.5757916,Closed by arrest,2017-02-01
313,Unknown,50,Male,Albuquerque,NM,35.0709972,-106.7090671,Closed by arrest,2017-02-05
314,White,26,Male,Albuquerque,NM,35.080584,-106.618029,Open/No arrest,2017-02-07
315,White,58,Male,Albuquerque,NM,35.080738,-106.7133934,Closed by arrest,2017-02-27
